source_id,fileId,fileId_short,x,y,width,height,initial_subregion,initial_region,combined_pass,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-001,66dd53e7f8673b6d6f12253f7d5253dadfef5fb8,66dd53e7f8,6000.816,3184.357,982.0,432.0,R01A-base-middleware-auth-service-handlers,R01,P01-R01-base-auth-and-forwarding,L-009: useAuthenticationAuthenticationMiddleware | L-016: context.AuthenticateAsync andAuthentication Service | L-037: special handlers | L-038: HandleRequestAsync | L-017: Auth Scheme Provider,processed-in-r01-v001,R01,yes-for-r01-v001-boundary,no-for-r01-v001,Included in R01 v001 after local visual/semantic boundary review.,Included in R01 v001 after local visual/semantic boundary review.
S-254,e518457ba0ea0cbace6e755f05097da27428a0ba,e518457ba0,22115.593,13446.751,911.0,431.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-093: based on request sensitivity | L-094: based on remember me | L-092: based on custom metadata | L-091: based on ticket age/remaining tie | L-090: based on allowrefresh,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-255,5037d1acf26a674a5e0ae50290138a0525044f2d,5037d1acf2,22105.343,13992.206,852.0,482.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-094: based on remember me | L-093: based on request sensitivity | L-092: based on custom metadata | L-091: based on ticket age/remaining tie | L-090: based on allowrefresh,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-256,a5c61fe6f80207748b579d310fdc395e59ac52a7,a5c61fe6f8,22105.343,14608.362,962.0,450.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-094: based on remember me | L-093: based on request sensitivity | L-092: based on custom metadata | L-091: based on ticket age/remaining tie | L-090: based on allowrefresh,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-257,d81d08315745b574fed49f89b69e2975b485c556,d81d083157,13466.578,7013.97,1207.0,343.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store) | L-124: ensurecookieticket(read the ticket once) | L-115: refresh with iticketstore | L-126: handlesigninasync | L-116: signout with iticketstore",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-258,97a3d83a5a00a9aeb5f73dad52feb94bbcac662b,97a3d83a5a,13480.507,7358.732,1282.0,383.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store) | L-126: handlesigninasync | L-116: signout with iticketstore | L-115: refresh with iticketstore | L-124: ensurecookieticket(read the ticket once)",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-259,204da72b0b75d428a1eda96590b14d30f60c711b,204da72b0b,13461.605,7749.836,1137.0,430.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-126: handlesigninasync | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store) | L-116: signout with iticketstore | L-115: refresh with iticketstore | L-124: ensurecookieticket(read the ticket once)",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-260,5bb05f934e215f46d77515a8f53c5296ed3660de,5bb05f934e,13426.615,6219.839,1183.0,263.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-124: ensurecookieticket(read the ticket once) | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store) | L-123: handleauthenticate | L-114: authenticate with iticketstore | L-115: refresh with iticketstore",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-261,beb0a58463ecb57b118387f0dd99abaa2f9efe19,beb0a58463,12009.7,5921.895,1247.0,408.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-127: requestrefresh | L-124: ensurecookieticket(read the ticket once) | L-122: check for refresh | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store) | L-123: handleauthenticate",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-262,0fe0f19eaaaf3645091a7defb7819e74e2c3fbae,0fe0f19eaa,12404.295,5387.178,839.0,376.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-122: check for refresh | L-123: handleauthenticate | L-124: ensurecookieticket(read the ticket once) | L-127: requestrefresh | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store)",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-263,031f2bfd594695dbe7a15958ad890d69d75e15b1,031f2bfd59,13465.757,5394.221,1185.0,303.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-123: handleauthenticate | L-124: ensurecookieticket(read the ticket once) | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store) | L-114: authenticate with iticketstore | L-113: signin with iticketstore",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-264,3993aa19eac1d8bba882ef04637e517f399fb933,3993aa19ea,13452.051,5697.17,1201.0,415.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-124: ensurecookieticket(read the ticket once) | L-123: handleauthenticate | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store) | L-114: authenticate with iticketstore | L-113: signin with iticketstore",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-265,d59dbc1080a66892828b9c334bf157bb3f2fd093,d59dbc1080,13441.357,8780.304,1273.0,222.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-126: handlesigninasync | L-116: signout with iticketstore | L-128: append cookie | L-115: refresh with iticketstore | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store)",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-266,b86b19b5c44764b0fb6f121011c95395de30a623,b86b19b5c4,13445.398,9014.148,900.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-126: handlesigninasync | L-128: append cookie | L-116: signout with iticketstore | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store) | L-115: refresh with iticketstore",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-267,68f8a449143865b72587e4bfe6487fb6180a0551,68f8a44914,13446.19,9524.471,1274.0,395.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-128: append cookie | L-126: handlesigninasync | L-116: signout with iticketstore | L-115: refresh with iticketstore | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store)",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-268,d6bd8a2c89fa00526df308b2c485b47e49ee94e0,d6bd8a2c89,13458.857,9945.304,1270.0,468.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-128: append cookie | L-126: handlesigninasync | L-116: signout with iticketstore | L-115: refresh with iticketstore | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store)",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-269,21670b23ead8a42bfa1403a19956374bae557ef8,21670b23ea,13459.563,10467.481,1186.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,"L-128: append cookie | L-126: handlesigninasync | L-116: signout with iticketstore | L-115: refresh with iticketstore | L-125: readcookieticket(get the real ticket from cookieor get ticket from c, get id claimand get real ticket from store)",processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-270,76952bcacc3150b05506b0da85a80579c7fbfc6f,76952bcacc,17508.152,5153.805,684.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-112: authenticatecheck who is the user | L-120: challengeneed to do something with the user that isntauthenticated | L-129: FinishResponseAsync | L-121: forbidneed to do something with the user that isntallowed | L-117: iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-271,f9e777600d6fbdbd1730b7c099ccf7fda2160101,f9e777600d,17477.175,5678.271,982.0,249.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-129: FinishResponseAsync | L-112: authenticatecheck who is the user | L-120: challengeneed to do something with the user that isntauthenticated | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-121: forbidneed to do something with the user that isntallowed,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-272,1605cfecbde069cb9cd5da730552c1241f9090c3,1605cfecbd,17475.417,5969.424,750.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-129: FinishResponseAsync | L-112: authenticatecheck who is the user | L-120: challengeneed to do something with the user that isntauthenticated | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-114: authenticate with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-273,04ee9033d0a33d8146aca5b4d9ace2c8fb825b7d,04ee9033d0,17475.122,6523.004,946.0,278.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-129: FinishResponseAsync | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-112: authenticatecheck who is the user | L-120: challengeneed to do something with the user that isntauthenticated | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-274,06742fcad502f9eb5454dba96676a5ca4aba30aa,06742fcad5,17432.103,6871.218,808.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-129: FinishResponseAsync | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-112: authenticatecheck who is the user | L-115: refresh with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-275,a35506c32f467f20826834eb17737c61bccbaa73,a35506c32f,17399.063,7404.551,740.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-129: FinishResponseAsync | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-116: signout with iticketstore | L-115: refresh with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-276,0ff6b02741aa35a28420bb54c44e1309e2dafe84,0ff6b02741,18779.175,5153.805,874.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-120: challengeneed to do something with the user that isntauthenticated | L-129: FinishResponseAsync | L-121: forbidneed to do something with the user that isntallowed | L-112: authenticatecheck who is the user | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-277,1176ffbf535ec2fc1ebc64824b2569f939818f9e,1176ffbf53,18751.674,5651.686,948.0,429.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-129: FinishResponseAsync | L-120: challengeneed to do something with the user that isntauthenticated | L-121: forbidneed to do something with the user that isntallowed | L-112: authenticatecheck who is the user | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-278,a904c4a9337af1cc6fce3a3416fce0ca0b8adfe7,a904c4a933,20097.285,5172.408,929.0,462.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-121: forbidneed to do something with the user that isntallowed | L-129: FinishResponseAsync | L-120: challengeneed to do something with the user that isntauthenticated | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-112: authenticatecheck who is the user,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-279,83639b0824fa5b75477e17dad182bf9a6d1fd259,83639b0824,20128.285,5657.908,907.0,251.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-121: forbidneed to do something with the user that isntallowed | L-129: FinishResponseAsync | L-120: challengeneed to do something with the user that isntauthenticated | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-112: authenticatecheck who is the user,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-280,05debfae75a41477f41e4906e51169bae32c450f,05debfae75,18049.508,8657.575,949.0,243.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-129: FinishResponseAsync | L-116: signout with iticketstore | L-115: refresh with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-281,5e811312c2e7045a3232d90a681314d699d3a8d0,5e811312c2,18058.288,8940.171,869.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-129: FinishResponseAsync | L-116: signout with iticketstore | L-089: Based on real user activity,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-282,cbc3416221cdfe0526e2d71408f2167f63d04227,cbc3416221,18045.307,9497.16,1036.0,411.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-089: Based on real user activity | L-129: FinishResponseAsync | L-116: signout with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-283,35e0184a2b0e67dee5d46bbd7797e24e0db84b4e,35e0184a2b,19843.382,8734.838,823.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-089: Based on real user activity | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-090: based on allowrefresh | L-129: FinishResponseAsync,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-284,483df7e6399a2131ffd89a031833dc66822b1245,483df7e639,15609.196,4616.613,928.0,448.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-117: iticketstore | L-113: signin with iticketstore | L-112: authenticatecheck who is the user | L-114: authenticate with iticketstore | L-115: refresh with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-285,58ae5dfa11c1286c43456d6dd0964b91e721ecd2,58ae5dfa11,15623.227,5299.012,759.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-113: signin with iticketstore | L-114: authenticate with iticketstore | L-117: iticketstore | L-112: authenticatecheck who is the user | L-115: refresh with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-286,14831ca1f572c8281039808b057cd7b0ab33f474,14831ca1f5,15609.974,5801.187,910.0,235.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-114: authenticate with iticketstore | L-113: signin with iticketstore | L-115: refresh with iticketstore | L-117: iticketstore | L-112: authenticatecheck who is the user,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-287,f1040e9ac57dffad509add29360fef4655a3ced0,f1040e9ac5,15605.079,6232.578,852.0,316.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-114: authenticate with iticketstore | L-115: refresh with iticketstore | L-113: signin with iticketstore | L-116: signout with iticketstore | L-117: iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-288,91a1f66f1f77fde24f9a847f6c9c4990d46895c8,91a1f66f1f,15606.6,6570.235,957.0,391.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-115: refresh with iticketstore | L-114: authenticate with iticketstore | L-116: signout with iticketstore | L-113: signin with iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-289,47e4752e3f408c20d755638587cb6a305e111d4e,47e4752e3f,15615.611,7147.18,947.0,449.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-116: signout with iticketstore | L-115: refresh with iticketstore | L-114: authenticate with iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-113: signin with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-290,6f2bdcd7b5f51ddaf9395b44dfb7bae2185ba63a,6f2bdcd7b5,15616.985,7630.787,942.0,203.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-116: signout with iticketstore | L-115: refresh with iticketstore | L-114: authenticate with iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-113: signin with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-291,219984a385ef3796b9771fce5520b1a990438f65,219984a385,15660.878,8073.785,790.0,401.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-116: signout with iticketstore | L-115: refresh with iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-114: authenticate with iticketstore | L-126: handlesigninasync,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-292,b50494d3edf2303036aa619c024c2da1b3f480da,b50494d3ed,18801.016,6506.95,836.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-129: FinishResponseAsync | L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-120: challengeneed to do something with the user that isntauthenticated | L-121: forbidneed to do something with the user that isntallowed,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-293,d844ecda15c26e5a7c0c919e118250e8f335af81,d844ecda15,18792.647,7006.903,959.0,440.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-129: FinishResponseAsync | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-120: challengeneed to do something with the user that isntauthenticated | L-121: forbidneed to do something with the user that isntallowed,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-294,3001d0f30f9f3edf9cf952d04fb0d77b303c2bd3,3001d0f30f,18803.647,7458.855,1017.0,448.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-119: sign outwe have trusted userwe need to remove auth ticketfrom cookie or ticketid and removeauthticket from iticketstore | L-118: sign inwe have trusted userwe need to write auth ticketto cookie or ticket  id and store authticket in iticketstore | L-129: FinishResponseAsync | L-120: challengeneed to do something with the user that isntauthenticated | L-121: forbidneed to do something with the user that isntallowed,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-295,6aec44241e4aad637d9fb59cc0a91ac7aa926743,6aec44241e,12241.565,4179.601,914.0,198.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-132: initializehandlerasyncset event with finishresponseasync | L-122: check for refresh | L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-130: finishresponseAsync | L-123: handleauthenticate,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-296,5af36dc2d0c9837161ffdfcc5d5931448c6b3998,5af36dc2d0,13560.16,4044.53,1013.0,231.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-130: finishresponseAsync | L-123: handleauthenticate | L-117: iticketstore | L-113: signin with iticketstore,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-297,a2218a862d792b9955b3f4013044c30f3619c5b7,a2218a862d,13575.123,4306.651,948.0,482.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-123: handleauthenticate | L-130: finishresponseAsync | L-113: signin with iticketstore | L-124: ensurecookieticket(read the ticket once),processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-298,ac3b35e41acaebe7b075d650f0bf35067e9a5ed9,ac3b35e41a,13574.387,4797.559,1241.0,446.0,R02A-cookie-core-ticketstore-refresh-signinout,R02,P02-R02-cookie-core-and-events,L-123: handleauthenticate | L-131: (decide whether we should renew ticketif not returnbecause of the sliding expiration or some explicit callsif have some ticketstore call to renewappendresponsecookie with renewed cookie) | L-124: ensurecookieticket(read the ticket once) | L-113: signin with iticketstore | L-130: finishresponseAsync,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-299,d395b86f3c549c4965588884eca687cc0233e742,d395b86f3c,5874.556,1397.671,655.0,482.0,R01A-base-middleware-auth-service-handlers,R01,P01-R01-base-auth-and-forwarding,"L-009: useAuthenticationAuthenticationMiddleware | L-011: base shit | L-037: special handlers | L-004: middleware, invoke(check) | L-016: context.AuthenticateAsync andAuthentication Service",processed-in-r01-v001,R01,yes-for-r01-v001-boundary,no-for-r01-v001,Included in R01 v001 after local visual/semantic boundary review.,Included in R01 v001 after local visual/semantic boundary review.
