source_id,image_use_id,region_id,region_name,fileId,fileId_short,x,y,x_pct,y_pct,width,height,rotation,nearest_label_ids,nearest_labels,transcription_status,opened_read,confidence,suggested_region_file
S-407,IU-407,R13,Cancellation / request cancellation / error handling,750efbd479e99dd7fcfb4f459089e023419a3b95,750efbd479,7349.117120499786,36985.97842259308,37.45,77.6,903.0,180.0,0.0,"L-111,L-112,L-114",L-111: will it retry with throwonerror? | L-112: flow with catching error in booundary and trying rerender with refetching the query instead of rerendering with error... | L-114: need retryonmount  true (default),not-transcribed,no,high,regions/R13-cancellation-request-cancellation-error-handling.md
S-408,IU-408,R13,Cancellation / request cancellation / error handling,b3e6794ae95385388c3c4013eb46b9300006d8e1,b3e6794ae9,8541.94396340921,36993.18752522919,43.52,77.61,537.0,98.0,0.0,"L-112,L-114,L-113",L-112: flow with catching error in booundary and trying rerender with refetching the query instead of rerendering with error... | L-114: need retryonmount  true (default) | L-113: queryerrorresetboundary,not-transcribed,no,high,regions/R13-cancellation-request-cancellation-error-handling.md
S-409,IU-409,R13,Cancellation / request cancellation / error handling,80a0e0aac14586449c2f4068248a44f31f178c79,80a0e0aac1,8535.933045823267,37100.42519612762,43.49,77.84,692.0,482.0,0.0,"L-114,L-112,L-113",L-114: need retryonmount  true (default) | L-112: flow with catching error in booundary and trying rerender with refetching the query instead of rerendering with error... | L-113: queryerrorresetboundary,not-transcribed,no,high,regions/R13-cancellation-request-cancellation-error-handling.md
S-410,IU-410,R14,Transitions / urgent vs non-urgent renders,c8f2acd49756cad6ed1a608dc99b19bf44784196,c8f2acd497,2869.5811407308047,37109.42330743647,14.62,77.85,887.0,478.0,0.0,"L-110,L-116,L-109",L-110: react marksstate updates and rerenders that they cause as urgent and non urgent so we can have urgent updates while w... | L-116: use to show that new page is loading while the old page is still on the screen | L-109: usetransition,not-transcribed,no,high,regions/R14-transitions-urgent-vs-non-urgent-renders.md
S-411,IU-411,R13,Cancellation / request cancellation / error handling,e55cc5a5e648d2a24a1b5222afec6d5737fb5102,e55cc5a5e6,7358.617256133466,37173.8302292337,37.5,77.99,884.0,308.0,0.0,"L-111,L-112,L-114",L-111: will it retry with throwonerror? | L-112: flow with catching error in booundary and trying rerender with refetching the query instead of rerendering with error... | L-114: need retryonmount  true (default),not-transcribed,no,high,regions/R13-cancellation-request-cancellation-error-handling.md
S-412,IU-412,R13,Cancellation / request cancellation / error handling,c1bdab56fbf114e0db90b9da8e739a32402be74a,c1bdab56fb,9702.471698715526,37272.07817783716,49.44,78.2,797.0,482.0,0.0,"L-114,L-113,L-112",L-114: need retryonmount  true (default) | L-113: queryerrorresetboundary | L-112: flow with catching error in booundary and trying rerender with refetching the query instead of rerendering with error...,not-transcribed,no,high,regions/R13-cancellation-request-cancellation-error-handling.md
S-413,IU-413,R14,Transitions / urgent vs non-urgent renders,5e8f804ee442161aab2412c69b89706035e0cfcd,5e8f804ee4,4282.582009615613,37339.1627338828,21.82,78.34,532.0,374.0,0.0,"L-109,L-110,L-116",L-109: usetransition | L-110: react marksstate updates and rerenders that they cause as urgent and non urgent so we can have urgent updates while w... | L-116: use to show that new page is loading while the old page is still on the screen,not-transcribed,no,high,regions/R14-transitions-urgent-vs-non-urgent-renders.md
S-414,IU-414,UNASSIGNED,Unassigned / outside current Stage 1 regions,86c00bd7de71587b4ede21658567949d95473cc1,86c00bd7de,5696.942723187583,37393.80473874591,29.03,78.45,950.0,412.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-415,IU-415,R15,Testing / MSW / global config / key factories,7f54e43053e31378756d2a045ed9d006fe851887,7f54e43053,11901.93993915555,37453.96471493491,60.65,78.58,905.0,426.0,0.0,"L-115,L-107,L-121",L-115: performance structural sharing observers SELECT | L-107: Query key factories | L-121: msw,not-transcribed,no,high,regions/R15-testing-msw-global-config-key-factories.md
S-416,IU-416,UNASSIGNED,Unassigned / outside current Stage 1 regions,3a4b17c0bde0b5208598fb5785d7bc5d93a81954,3a4b17c0bd,8521.459188906369,37590.217809763984,43.42,78.86,721.0,470.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-417,IU-417,R14,Transitions / urgent vs non-urgent renders,0aad523474b0ccc3eae0ee7a0ab8e71feb0762b6,0aad523474,2991.5257208089297,37615.534401593366,15.24,78.92,732.0,208.0,0.0,"L-116,L-110,L-109",L-116: use to show that new page is loading while the old page is still on the screen | L-110: react marksstate updates and rerenders that they cause as urgent and non urgent so we can have urgent updates while w... | L-109: usetransition,not-transcribed,no,high,regions/R14-transitions-urgent-vs-non-urgent-renders.md
S-418,IU-418,R14,Transitions / urgent vs non-urgent renders,3bdb1b257ac1f8c5dd5b6065fc50581a3c34ee89,3bdb1b257a,4208.821937985578,37728.664052980894,21.45,79.15,912.0,479.0,0.0,"L-109,L-110,L-116",L-109: usetransition | L-110: react marksstate updates and rerenders that they cause as urgent and non urgent so we can have urgent updates while w... | L-116: use to show that new page is loading while the old page is still on the screen,not-transcribed,no,high,regions/R14-transitions-urgent-vs-non-urgent-renders.md
S-419,IU-419,R15,Testing / MSW / global config / key factories,2736adf8b045b426ab28082e15c6acdee922cd65,2736adf8b0,9687.699993088923,37775.41153660181,49.36,79.25,832.0,482.0,0.0,"L-118,L-121,L-115",L-118: Testing | L-121: msw | L-115: performance structural sharing observers SELECT,not-transcribed,no,high,regions/R15-testing-msw-global-config-key-factories.md
S-420,IU-420,UNASSIGNED,Unassigned / outside current Stage 1 regions,95c0e9bb43ee2b8ea457e93f53c155cf8506143b,95c0e9bb43,5710.829022561614,37813.886613048366,29.1,79.33,652.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-421,IU-421,R14,Transitions / urgent vs non-urgent renders,84844e7d4bfd13591c2cb198c46f85224a9175d3,84844e7d4b,2993.58288938803,37864.42325148757,15.25,79.44,705.0,323.0,0.0,"L-116,L-110,L-109",L-116: use to show that new page is loading while the old page is still on the screen | L-110: react marksstate updates and rerenders that they cause as urgent and non urgent so we can have urgent updates while w... | L-109: usetransition,not-transcribed,no,high,regions/R14-transitions-urgent-vs-non-urgent-renders.md
S-422,IU-422,UNASSIGNED,Unassigned / outside current Stage 1 regions,551b3e703915489868a24fe5eda8678133ba555c,551b3e7039,8496.337939794155,38071.39962794581,43.29,79.87,827.0,424.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-423,IU-423,UNASSIGNED,Unassigned / outside current Stage 1 regions,5d5a0ccf6e360c9c05c441bfe0e72fc5e36ba8f7,5d5a0ccf6e,4195.171141525574,38167.00784112787,21.38,80.07,769.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-424,IU-424,UNASSIGNED,Unassigned / outside current Stage 1 regions,3be0fe39970d650266ad1843641ce981af4fdfa1,3be0fe3997,2975.582736800139,38190.08996901687,15.16,80.12,911.0,365.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-425,IU-425,UNASSIGNED,Unassigned / outside current Stage 1 regions,04afe6e8fc9ba86c57c00e47a10071a98f4df4ae,04afe6e8fc,5681.490440843922,38301.50563160305,28.95,80.36,627.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-426,IU-426,R15,Testing / MSW / global config / key factories,0798cdbadb39a978acff77fd1c170d8c35675419,0798cdbadb,11941.32889586128,38324.40909156251,60.85,80.4,844.0,374.0,0.0,"L-115,L-121,L-118",L-115: performance structural sharing observers SELECT | L-121: msw | L-118: Testing,not-transcribed,no,high,regions/R15-testing-msw-global-config-key-factories.md
S-427,IU-427,R16,Performance / select / structural sharing,f300d1e3f87dc2b2d5f63497b80cedd9088ac61e,f300d1e3f8,13453.746902044331,38496.80491044135,68.55,80.77,501.0,272.0,0.0,"L-117,L-119,L-120",L-117: select | L-119: rerendering with/without select | L-120: select usage examples,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-428,IU-428,UNASSIGNED,Unassigned / outside current Stage 1 regions,57b6c5e673eb79451a19c894bbe0f33e9b2d46a8,57b6c5e673,8478.035525165249,38509.94904264244,43.2,80.79,718.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-429,IU-429,UNASSIGNED,Unassigned / outside current Stage 1 regions,64ae29536de7a10006ac9cbb2943081c50efeb0c,64ae29536d,4199.988655514875,38668.83073236322,21.4,81.13,373.0,322.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-430,IU-430,R15,Testing / MSW / global config / key factories,05b749830972c61d5e3f8ed10079493f92aa602f,05b7498309,9654.395173977437,38688.74481907251,49.19,81.17,925.0,482.0,0.0,"L-118,L-121,L-115",L-118: Testing | L-121: msw | L-115: performance structural sharing observers SELECT,not-transcribed,no,high,regions/R15-testing-msw-global-config-key-factories.md
S-431,IU-431,R15,Testing / MSW / global config / key factories,c327c603e858f3eea25a60e2ff86d5cd0872762c,c327c603e8,11947.833720721208,38716.91960995444,60.88,81.23,733.0,482.0,0.0,"L-115,L-121,L-118",L-115: performance structural sharing observers SELECT | L-121: msw | L-118: Testing,not-transcribed,no,high,regions/R15-testing-msw-global-config-key-factories.md
S-432,IU-432,R16,Performance / select / structural sharing,f9d115e85c4eb936f8abd37f086adef7b1d2878a,f9d115e85c,13442.501892794684,38796.74061497864,68.49,81.39,613.0,360.0,0.0,"L-119,L-117,L-120",L-119: rerendering with/without select | L-117: select | L-120: select usage examples,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-433,IU-433,UNASSIGNED,Unassigned / outside current Stage 1 regions,0ff4794c70b64a628a816540f897dbbbdb2b3f8b,0ff4794c70,5692.847543221066,38806.13813020797,29.01,81.41,562.0,254.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-434,IU-434,R16,Performance / select / structural sharing,7af8af0e27145c7af17c2226660babc9c5d8686e,7af8af0e27,14519.702507528258,38808.02254888539,73.98,81.42,408.0,360.0,0.0,"L-119,L-120,L-117",L-119: rerendering with/without select | L-120: select usage examples | L-117: select,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-435,IU-435,R16,Performance / select / structural sharing,2ff8c1ed2c016c993aad3331e606ad8c6067b710,2ff8c1ed2c,15834.03311469236,38820.72583458963,80.68,81.44,931.0,325.0,0.0,"L-120,L-123,L-119",L-120: select usage examples | L-123: !!! | L-119: rerendering with/without select,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-436,IU-436,UNASSIGNED,Unassigned / outside current Stage 1 regions,5b31422c3668f292715c3c8257c9150efd0d0153,5b31422c36,4181.655220456281,38990.33073236322,21.31,81.8,523.0,469.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-437,IU-437,UNASSIGNED,Unassigned / outside current Stage 1 regions,05397c5c1b4316825edafe04f61187d87a624b3b,05397c5c1b,8457.879107610712,38995.20055980203,43.1,81.81,675.0,388.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-438,IU-438,UNASSIGNED,Unassigned / outside current Stage 1 regions,8298e740e1a91b544082fa4499b679ef799faed3,8298e740e1,5663.657008901869,39105.78098735082,28.86,82.04,868.0,409.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-439,IU-439,R16,Performance / select / structural sharing,f85216609d06e21ee683ab344bac156e18135354,f85216609d,15835.199858863987,39155.36620091683,80.69,82.15,902.0,471.0,0.0,"L-120,L-123,L-119",L-120: select usage examples | L-123: !!! | L-119: rerendering with/without select,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-440,IU-440,R16,Performance / select / structural sharing,f45203256b39574a40c1e940415025b65688be4e,f45203256b,13447.424172183744,39162.638019576,68.52,82.16,901.0,463.0,0.0,"L-119,L-117,L-124",L-119: rerendering with/without select | L-117: select | L-124: memoizing selectors to avoid recomputation of select on every rerender,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-441,IU-441,R15,Testing / MSW / global config / key factories,d086ba0a5e848fac015887d2583cbd651f03677a,d086ba0a5e,9662.066744052314,39176.56771030786,49.23,82.19,743.0,240.0,0.0,"L-121,L-118,L-115",L-121: msw | L-118: Testing | L-115: performance structural sharing observers SELECT,not-transcribed,no,high,regions/R15-testing-msw-global-config-key-factories.md
S-442,IU-442,R16,Performance / select / structural sharing,9d94722eb463f47a7feba807b5fac07334402924,9d94722eb4,14521.561574269892,39184.48855982012,73.99,82.21,600.0,364.0,0.0,"L-119,L-120,L-117",L-119: rerendering with/without select | L-120: select usage examples | L-117: select,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-443,IU-443,R15,Testing / MSW / global config / key factories,0e6acb8429c40f5702832aaf828539dea378ce5e,0e6acb8429,11952.16984998969,39225.80836320965,60.9,82.29,880.0,482.0,0.0,"L-121,L-115,L-118",L-121: msw | L-115: performance structural sharing observers SELECT | L-118: Testing,not-transcribed,no,high,regions/R15-testing-msw-global-config-key-factories.md
S-444,IU-444,UNASSIGNED,Unassigned / outside current Stage 1 regions,183e59182f0e2ffda1ff08822f8fc22c83fdbba7,183e59182f,8442.551153617764,39405.187166944896,43.02,82.67,668.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-445,IU-445,R15,Testing / MSW / global config / key factories,a3a53e14efeaf7af25ee60a71058c1713a796b19,a3a53e14ef,9627.400026523015,39443.06771030786,49.06,82.75,819.0,257.0,0.0,"L-121,L-118,L-115",L-121: msw | L-118: Testing | L-115: performance structural sharing observers SELECT,not-transcribed,no,high,regions/R15-testing-msw-global-config-key-factories.md
S-446,IU-446,UNASSIGNED,Unassigned / outside current Stage 1 regions,69014824395d4e8c1bccfe770c9b5554ae911167,6901482439,4124.655067868391,39506.16409112787,21.02,82.88,927.0,264.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-447,IU-447,UNASSIGNED,Unassigned / outside current Stage 1 regions,561c21b24d0fa8f22bf3aa2d96ba02381ed3f2ff,561c21b24d,5683.818384841122,39518.55330877939,28.96,82.91,530.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-448,IU-448,UNASSIGNED,Unassigned / outside current Stage 1 regions,97fc0cac7ac89f2dfc8cf519af3b9753019e4c2e,97fc0cac7a,10862.503815354685,39543.547240585394,55.35,82.96,853.0,430.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-449,IU-449,R16,Performance / select / structural sharing,c34c30d1ff999efb4c6764035dbd5845eca43bc9,c34c30d1ff,13452.347952740598,39627.88157801951,68.54,83.14,421.0,349.0,0.0,"L-119,L-124,L-117",L-119: rerendering with/without select | L-124: memoizing selectors to avoid recomputation of select on every rerender | L-117: select,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-450,IU-450,R16,Performance / select / structural sharing,354cfa90ecf9a430aa38d53fdf3a5b4ecf9536e6,354cfa90ec,14533.048187987682,39662.12519123816,74.05,83.21,527.0,463.0,0.0,"L-119,L-120,L-125","L-119: rerendering with/without select | L-120: select usage examples | L-125: so we dont memooize result with usecallback, we memoize the reference of the function, we can memoize result with use...",not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-451,IU-451,R16,Performance / select / structural sharing,118de21a71ec47bdd6b287720bc423f3908d2b75,118de21a71,15813.271287435417,39678.84227513558,80.57,83.25,923.0,445.0,0.0,"L-123,L-120,L-125","L-123: !!! | L-120: select usage examples | L-125: so we dont memooize result with usecallback, we memoize the reference of the function, we can memoize result with use...",not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-452,IU-452,UNASSIGNED,Unassigned / outside current Stage 1 regions,c0d79a464d6c218bc4648321b7a841252b03ca41,c0d79a464d,9620.28963547811,39707.07817783716,49.02,83.3,710.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-453,IU-453,R16,Performance / select / structural sharing,69361022f895a4cfb7e57eb59cac1448209a5157,69361022f8,11932.940142606072,39714.79794654298,60.8,83.32,923.0,451.0,0.0,"L-124,L-117,L-126",L-124: memoizing selectors to avoid recomputation of select on every rerender | L-117: select | L-126: pure selectors,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-454,IU-454,UNASSIGNED,Unassigned / outside current Stage 1 regions,b5e8b40ff48963193812fe783142fdbe7d9e006f,b5e8b40ff4,8321.49821335848,39887.81962195327,42.4,83.68,883.0,218.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-455,IU-455,UNASSIGNED,Unassigned / outside current Stage 1 regions,9f0168a4d51aa761b51578d201f5c00d1ce53c65,9f0168a4d5,10863.596697299128,39981.084255016816,55.35,83.88,676.0,461.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-456,IU-456,R16,Performance / select / structural sharing,8c2777d94ef21a5101d2cba349b6ca9eb1261f0d,8c2777d94e,13443.39939129228,39992.70215344018,68.5,83.9,923.0,405.0,0.0,"L-124,L-119,L-126",L-124: memoizing selectors to avoid recomputation of select on every rerender | L-119: rerendering with/without select | L-126: pure selectors,not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-457,IU-457,UNASSIGNED,Unassigned / outside current Stage 1 regions,a7257b2fb891168ab235386a9fb4b793a5e9fcb1,a7257b2fb8,8331.140896115177,40114.3196655498,42.45,84.16,898.0,405.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-458,IU-458,R17,Step-by-step comparison / best practices summary,6417d8eeec2bd51cf2c74e7c1be39c82f74bed65,6417d8eeec,4120.902534242356,40131.45231948074,21.0,84.19,617.0,482.0,0.0,"L-122,L-127",L-122: step by step comparison | L-127: best practises summmary key points,not-transcribed,no,high,regions/R17-step-by-step-comparison-best-practices-summary.md
S-459,IU-459,R16,Performance / select / structural sharing,ec416766ce075dbd87715a1e41237103c817094d,ec416766ce,14529.604777529725,40138.90759504922,74.03,84.21,899.0,463.0,0.0,"L-125,L-123,L-124","L-125: so we dont memooize result with usecallback, we memoize the reference of the function, we can memoize result with use... | L-123: !!! | L-124: memoizing selectors to avoid recomputation of select on every rerender",not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-460,IU-460,R16,Performance / select / structural sharing,d773e1a9cebd670c85a31c0422d62c1d317ffee7,d773e1a9ce,15827.48999958738,40142.09084516906,80.65,84.22,525.0,482.0,0.0,"L-123,L-120,L-125","L-123: !!! | L-120: select usage examples | L-125: so we dont memooize result with usecallback, we memoize the reference of the function, we can memoize result with use...",not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-461,IU-461,UNASSIGNED,Unassigned / outside current Stage 1 regions,43d3cbe5923d4aabf728ae571ed52a17440591fb,43d3cbe592,9607.305260723631,40235.78201782043,48.95,84.41,933.0,363.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-462,IU-462,R16,Performance / select / structural sharing,18fbb6e056661cb1eda94b12ec4af5ccf50d42bb,18fbb6e056,13458.822374315116,40401.53547112348,68.58,84.76,566.0,334.0,0.0,"L-124,L-126,L-125","L-124: memoizing selectors to avoid recomputation of select on every rerender | L-126: pure selectors | L-125: so we dont memooize result with usecallback, we memoize the reference of the function, we can memoize result with use...",not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-463,IU-463,UNASSIGNED,Unassigned / outside current Stage 1 regions,90c5d6a45a2cee244efcde367d0af049be829cf3,90c5d6a45a,10980.321138179996,40490.72432391872,55.95,84.95,413.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-464,IU-464,UNASSIGNED,Unassigned / outside current Stage 1 regions,60fc4df97eca9ddab2542b8f6e57f0368b84f74f,60fc4df97e,8319.688573291516,40552.3196655498,42.39,85.08,959.0,409.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-465,IU-465,R17,Step-by-step comparison / best practices summary,5500f634764321d73bbcd2e77458d23ecd7d5c9d,5500f63476,4101.774282607509,40578.14033973278,20.9,85.13,818.0,441.0,0.0,"L-122,L-127",L-122: step by step comparison | L-127: best practises summmary key points,not-transcribed,no,high,regions/R17-step-by-step-comparison-best-practices-summary.md
S-466,IU-466,R16,Performance / select / structural sharing,dca612dbc2b8247b507a0365a76ee350c4cb770b,dca612dbc2,15845.318964611755,40589.48521947152,80.74,85.16,497.0,258.0,0.0,"L-123,L-125,L-120","L-123: !!! | L-125: so we dont memooize result with usecallback, we memoize the reference of the function, we can memoize result with use... | L-120: select usage examples",not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-467,IU-467,UNASSIGNED,Unassigned / outside current Stage 1 regions,3eb24d26ddcc7e5d3bf8999b8ca19a631fc77e5b,3eb24d26dd,9588.30508633747,40603.1153220894,48.86,85.18,891.0,295.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-468,IU-468,R16,Performance / select / structural sharing,572bca185e082e38de31d1b92191e72a879aa6f6,572bca185e,13491.528440606548,40722.63806652613,68.74,85.44,685.0,463.0,0.0,"L-124,L-126,L-125","L-124: memoizing selectors to avoid recomputation of select on every rerender | L-126: pure selectors | L-125: so we dont memooize result with usecallback, we memoize the reference of the function, we can memoize result with use...",not-transcribed,no,high,regions/R16-performance-select-structural-sharing.md
S-469,IU-469,UNASSIGNED,Unassigned / outside current Stage 1 regions,bf76afefe1d859ecc2d404872fb85cd701255b05,bf76afefe1,8296.494874150052,40970.37767728599,42.27,85.95,682.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-470,IU-470,UNASSIGNED,Unassigned / outside current Stage 1 regions,17b1958ff64656145c26cb10520fd1b4e00cebb1,17b1958ff6,10987.4665296559,40985.30388857337,55.99,85.99,529.0,470.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-471,IU-471,R17,Step-by-step comparison / best practices summary,db04f355024ee55c37faa7f7bb7db31505224b41,db04f35502,4104.655220456281,41012.83073236322,20.91,86.04,657.0,404.0,0.0,"L-122,L-127",L-122: step by step comparison | L-127: best practises summmary key points,not-transcribed,no,high,regions/R17-step-by-step-comparison-best-practices-summary.md
S-472,IU-472,R17,Step-by-step comparison / best practices summary,6dfbaf85774231eff86b0b42dec14e158d6379d7,6dfbaf8577,4077.610361095745,41440.34119989252,20.78,86.94,738.0,482.0,0.0,"L-122,L-127",L-122: step by step comparison | L-127: best practises summmary key points,not-transcribed,no,high,regions/R17-step-by-step-comparison-best-practices-summary.md
