source_id,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close
S-001,cb1b53c07193a5e388653690e4791c57f904da11,cb1b53c071,5415.411,10434.367,806.0,352.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-031: converting | L-036: time zones | L-020: when need to show user his local time | L-021: findsystemtimezonebyid | L-016: convert datetime to utc,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-157,24b1863bbdc03b7ceba109501d78bbcdc952fc30,24b1863bbd,16941.406,17258.526,822.0,355.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-074: escaping | L-066: literal text | L-067: separators | L-068: era | L-069: time zone/ offset,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-158,abb5a4d2031c84ec8d22ba09b484a4d830849a5d,abb5a4d203,16947.772,17640.203,748.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-074: escaping | L-066: literal text | L-067: separators | L-068: era | L-069: time zone/ offset,processed-in-r03-v002-correction,yes-for-r03-v002-correction,Corrected during R04 boundary review; custom-format escaping belongs to R03.,R03,no-for-r03-v002
S-159,01ad5d4c31648f2f372d643243ac4c17ea4b658c,01ad5d4c31,14339.365,15321.536,835.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-069: time zone/ offset | L-075: 12 hour format,am pm | L-068: era | L-067: separators | L-070: am/pm",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-160,64806544302f0671b689555446c865c3eadafdd5,6480654430,14378.082,14796.203,576.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-075: 12 hour format,am pm | L-069: time zone/ offset | L-070: am/pm | L-068: era | L-067: separators",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-161,cb84f7eb75786ad004fa6f8333df8d1aaf39f82a,cb84f7eb75,8741.887,17359.712,1114.0,437.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-085: timezone, so we can store it | L-084: that we need to utc using users | L-083: converting the time on clock | L-076: what if i pass with specified kind? | L-101: can get basd sit at edgecases lik start/end of month",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-162,da82ec35e2befad10d7260b521799ad3dc71a696,da82ec35e2,8744.603,17789.278,1033.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-076: what if i pass with specified kind? | L-085: timezone, so we can store it | L-084: that we need to utc using users | L-083: converting the time on clock | L-098: manual usage of isdaylightsavingtime",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-163,ead7fe7da411f7309fc3c9ddbe8eeb1979523854,ead7fe7da4,10631.522,17987.257,1100.0,445.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-098: manual usage of isdaylightsavingtime | L-078: next day,specific/same time | L-079: everyday at specific time | L-081: from utcnow, using users timezone | L-080: getting the exact time on users clock",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-164,a5f1ab3aecf15f7526710d977431d525d12de99d,a5f1ab3aec,10639.8,18428.035,939.0,289.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-098: manual usage of isdaylightsavingtime | L-078: next day,specific/same time | L-079: everyday at specific time | L-081: from utcnow, using users timezone | L-080: getting the exact time on users clock",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-165,ae07ebc00cd536a09dac136e9a2920f609206361,ae07ebc00c,10633.022,18748.535,907.0,328.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-098: manual usage of isdaylightsavingtime | L-086: methods for working | L-094: common invalid/ambiguous | L-087: with invalid/ambiguous time | L-096: invalid,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-166,bc8ce65bcf2046068b6e3a272d14e57c3cb66b89,bc8ce65bcf,10626.355,19084.313,667.0,432.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-098: manual usage of isdaylightsavingtime | L-086: methods for working | L-096: invalid | L-087: with invalid/ambiguous time | L-094: common invalid/ambiguous,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-167,0f77f47abdcb265f6665d9859e2772f1f3fa96a5,0f77f47abd,10607.078,19517.757,770.0,414.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-086: methods for working | L-087: with invalid/ambiguous time | L-096: invalid | L-094: common invalid/ambiguous | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-168,24b05f8c8691ce69da0cf6e3770df9adda9534cc,24b05f8c86,8735.22,18463.983,885.0,237.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-076: what if i pass with specified kind? | L-085: timezone, so we can store it | L-084: that we need to utc using users | L-083: converting the time on clock | L-098: manual usage of isdaylightsavingtime",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-169,d93ff73080401db8b27bfb5656f7b4c6ce22d06e,d93ff73080,8729.917,18733.604,1155.0,282.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-076: what if i pass with specified kind? | L-094: common invalid/ambiguous | L-098: manual usage of isdaylightsavingtime | L-085: timezone, so we can store it | L-084: that we need to utc using users",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-170,a170663ac0c040504cf4c28f10616039ba8af2ff,a170663ac0,10564.917,16709.003,988.0,464.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-078: next day,specific/same time | L-079: everyday at specific time | L-098: manual usage of isdaylightsavingtime | L-081: from utcnow, using users timezone | L-080: getting the exact time on users clock",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-171,39f6b5e5579835072189264c4333c44fae5d3bdf,39f6b5e557,10618.568,17327.217,946.0,482.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-098: manual usage of isdaylightsavingtime | L-078: next day,specific/same time | L-079: everyday at specific time | L-081: from utcnow, using users timezone | L-080: getting the exact time on users clock",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-172,9e355e3d02f7b6715bc14148151732962d2fdd8e,9e355e3d02,11654.947,16692.361,1081.0,373.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.","L-079: everyday at specific time | L-078: next day,specific/same time | L-098: manual usage of isdaylightsavingtime | L-081: from utcnow, using users timezone | L-080: getting the exact time on users clock",processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-173,b1c2491b1c65feec312652df7a65249dd3d074ae,b1c2491b1c,8865.174,16630.821,762.0,435.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-101: can get basd sit at edgecases lik start/end of month | L-100: if assume that our local or utc is close enoug | L-099: need current users clock time | L-083: converting the time on clock | L-082: why converting,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-174,2125974e07155e261535a612d2348aedfa7d0c3d,2125974e07,8861.468,21047.574,899.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-093: policies | L-092: example of invalid/ambiguous time | L-095: time policies | L-094: common invalid/ambiguous | L-096: invalid,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-175,7bb571f17336f76dbdbaf1e07762b2b89c923e67,7bb571f173,8727.822,21538.397,1135.0,434.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-093: policies | L-092: example of invalid/ambiguous time | L-095: time policies | L-096: invalid | L-094: common invalid/ambiguous,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-176,ca77ab8b324c4db4fb476efb240842c6028f8956,ca77ab8b32,11323.6,21352.175,827.0,306.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-088: isinvalidtime | L-089: isinvalidtime | L-087: with invalid/ambiguous time | L-086: methods for working | L-090: getambiguoustimeoffsets,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-177,2b0ef099d025aff16f748ce81a5049ff3fe3a1b4,2b0ef099d0,11319.378,21826.508,839.0,304.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-089: isinvalidtime | L-090: getambiguoustimeoffsets | L-091: and configure based on policy | L-088: isinvalidtime | L-087: with invalid/ambiguous time,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-178,42548a5037efec5ca1aad455bdc68ca1c55c8813,42548a5037,11391.545,22438.442,1101.0,219.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime | L-087: with invalid/ambiguous time,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-179,abfaf9b562c62fb4114bb7865aa2a68a7f3b070b,abfaf9b562,11377.282,22685.064,1105.0,422.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime | L-102: type of offsets,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-180,eb8580549cbf7c78a985949d97434562d640740f,eb8580549c,11381.56,23077.564,928.0,453.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-097: ambiguous | L-102: type of offsets,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-181,059e839271f10c712b3f791873e568da5f7640c7,059e839271,11337.894,23686.23,1146.0,409.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-097: ambiguous | L-089: isinvalidtime | L-102: type of offsets,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-182,558bcd6a709e34cf2b98010f8354dc4a23dd32c5,558bcd6a70,11353.727,24101.564,1117.0,341.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-102: type of offsets,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-183,4cf0181d2062106db4e5c6bd3a206c9aa49ba124,4cf0181d20,11348.894,24496.23,1076.0,237.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-102: type of offsets,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-184,3285e3e8195d533fc1667d96c9fb3f710e7f29d3,3285e3e819,11335.815,24729.574,1075.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-102: type of offsets,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-185,3b040939e76edacf9eb41268e657724287f9adef,3b040939e7,10168.526,20934.211,626.0,399.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-096: invalid | L-087: with invalid/ambiguous time | L-086: methods for working | L-088: isinvalidtime | L-095: time policies,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-186,e5b04a597a8dfaaa51d9462ce660409a22aacc6c,e5b04a597a,10165.747,21380.492,633.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-096: invalid | L-089: isinvalidtime | L-088: isinvalidtime | L-090: getambiguoustimeoffsets | L-087: with invalid/ambiguous time,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-187,bb755ebf5ba40c6f0b17b8ca030de346e7573762,bb755ebf5b,10181.526,21872.092,430.0,228.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-091: and configure based on policy | L-096: invalid | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-188,57628706f51ada5df374a684e1afca8e1bfdff2d,57628706f5,10175.248,22102.259,727.0,281.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-090: getambiguoustimeoffsets | L-091: and configure based on policy | L-089: isinvalidtime | L-097: ambiguous | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-189,daf3d240b689343180eae2f0e43d620a133d0a82,daf3d240b6,10162.915,22393.815,765.0,369.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-097: ambiguous | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-190,3fcd6045b8bb0134b35551aeb3f24c56f8539cb1,3fcd6045b8,10149.692,22780.481,847.0,429.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-191,f9496960331fe8d9737967fac3d552708d861103,f949696033,10162.581,23436.703,559.0,301.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-192,2a3012752b4d67adf017e7662925b99b45a0c6c2,2a3012752b,10065.212,23768.269,1045.0,482.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-193,f8c590b4457bd5ce5ed08cf949d11b4d51e3d8c7,f8c590b445,10057.544,24129.981,815.0,290.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-194,9e9ab0272289f2c01d821c95913b0e73fc9a7d38,9e9ab02722,10056.766,24440.574,461.0,134.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-195,783aac5d20f2fba565d888c412b8e249475c901e,783aac5d20,10048.433,24582.5,1091.0,422.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-196,81e56084600238b7cc63c7f9f48683ef2e557913,81e5608460,10031.47,25015.259,639.0,315.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-197,457868854b7c1d4b67a76e24f987f63805479440,457868854b,10005.952,25347.666,1013.0,385.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-097: ambiguous | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-198,be61824bd1697733f0b805bb07a7ea98f47f0b8c,be61824bd1,13537.291,22210.1,1020.0,306.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-102: type of offsets | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-199,157b34ae8452e9cdef46db960d5769254388b2b7,157b34ae84,13547.013,22575.915,1013.0,340.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-102: type of offsets | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-200,1572e0864dcd96df98d6e8b066d59b8bf61aafab,1572e0864d,13554.347,22935.248,993.0,296.0,0.0,1,R05-invalid-ambiguous-time-policies,P04-R05-invalid-ambiguous-time-policies,"Invalid/ambiguous local times, DST gaps/folds, timezone policy helpers.",L-102: type of offsets | L-091: and configure based on policy | L-090: getambiguoustimeoffsets | L-089: isinvalidtime | L-088: isinvalidtime,processed-in-r05-v001,yes-for-r05-v001-boundary,R05 processed after local boundary review.,R05,no-for-r05-v001
S-201,0f299aa8acd50d50512aa0e577d3407f942bd276,0f299aa8ac,8704.932,7750.468,897.0,121.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-105: iso 8601 | L-106: rfc 1123 | L-057: what just tostring does with | L-058: datetimeoffset | L-107: unix,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-202,420d627df1a655a63381891278f7069014df7558,420d627df1,8703.27,8026.256,741.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-105: iso 8601 | L-106: rfc 1123 | L-107: unix | L-058: datetimeoffset | L-057: what just tostring does with,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-203,01665246b6d207110a68940b8e5e1f9e55b7ff29,01665246b6,8697.083,8605.811,724.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-106: rfc 1123 | L-107: unix | L-105: iso 8601 | L-058: datetimeoffset | L-057: what just tostring does with,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-204,adb5e1c64a0a5a89a9d9fae1537db970f02570fc,adb5e1c64a,8708.159,9160.478,582.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-107: unix | L-106: rfc 1123 | L-105: iso 8601 | L-058: datetimeoffset | L-057: what just tostring does with,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-205,9565df86f3f064a91ee5e4323b61b18a139ee164,9565df86f3,7589.488,9157.811,939.0,482.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-107: unix | L-106: rfc 1123 | L-105: iso 8601 | L-104: what format | L-019: timezoneinfo,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-206,d79010fd37a2c601f4196ce9ec642e0d01c522d2,d79010fd37,7623.043,9696.134,779.0,163.0,0.0,1,R01-core-types-offset-ticks-unix-js,P01-R01-core-types-offset-ticks-unix-js,"Core DateTime/DateTimeOffset choices, Kind/offset basics, comparing, ticks, Unix time, JS local formatting.",L-107: unix | L-106: rfc 1123 | L-019: timezoneinfo | L-105: iso 8601 | L-020: when need to show user his local time,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
