use_id,generation,image_id,fileId,x,y,width,height,asset_path,final_region,transcript_file,coverage_status,duplicate_of_use_id,semantic_role
NU-167,recovered-complete-svg-set,NIMG-050,4912b3963f3a6960fe7e678773010790a71980c1,17137.951013523907,4293.187657871649,948.0,393.0,assets/source-images-added-v002/NIMG-050__4912b3963f.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,Compares expression-bodied DbSet with get/set = null! and recommends the former as a clear modern default.
NU-168,recovered-complete-svg-set,NIMG-096,854c8516e2345ca24fc3219c1f497c3df6c868a6,25111.596562026512,8444.523065021598,987.0,353.0,assets/source-images-added-v002/NIMG-096__854c8516e2.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Failed-attempt scenario with AcceptAllChanges and repeated Added state.
NU-169,recovered-complete-svg-set,NIMG-075,6a1c0089e07301bf30cb6d558368f4ce6500383c,25149.545311756912,8935.353922518594,827.0,482.0,assets/source-images-added-v002/NIMG-075__6a1c0089e0.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,SaveChanges(true) only accepts state after a successful save; it does not clean failed-attempt pollution.
NU-170,recovered-complete-svg-set,NIMG-174,de63aa23dfa95ed02897c333570c13ec763f9c02,25146.660470530114,9455.882017470516,930.0,407.0,assets/source-images-added-v002/NIMG-174__de63aa23df.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Explains why a failed attempt can leave previously added entities in a reused context.
NU-171,recovered-complete-svg-set,NIMG-046,43eaca6041bae5b38e272f3caa8273116bfec932,11675.947948615847,11860.374923653342,964.0,430.0,assets/source-images-added-v002/NIMG-046__43eaca6041.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Case-insensitive uniqueness problem for normalized email values.
NU-172,recovered-complete-svg-set,NIMG-111,93b519ca74e67099a7aebb577ae65d58649237f1,11712.714628095568,12393.035475442864,691.0,482.0,assets/source-images-added-v002/NIMG-111__93b519ca74.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,SQL Server computed normalized column plus unique index solution.
NU-173,recovered-complete-svg-set,NIMG-030,31a57f8c63e214925274115ff896af45b3c1bfe9,11688.58689778552,12925.964744151855,1049.0,482.0,assets/source-images-added-v002/NIMG-030__31a57f8c63.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,EF Core configuration for computed column and unique index.
NU-174,recovered-complete-svg-set,NIMG-172,db42723b587af51641d3b4c62a09290783b6e3da,12777.398959139611,11830.031993884813,998.0,343.0,assets/source-images-added-v002/NIMG-172__db42723b58.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,When transformed-value uniqueness is the right fit and example transformations.
NU-175,recovered-complete-svg-set,NIMG-058,5127ed1a2c03a647292db76e20ae38033d91c5a1,13816.364198810785,11818.89364074897,809.0,482.0,assets/source-images-added-v002/NIMG-058__5127ed1a2c.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Computed-column indexability requirements: deterministic and indexable expressions only.
NU-176,recovered-complete-svg-set,NIMG-141,b775c4bda1443778ade464ef660f547385c52c19,13849.788139640914,12409.457554730094,939.0,412.0,assets/source-images-added-v002/NIMG-141__b775c4bda1.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Collation may already provide case-insensitive equality, making normalization unnecessary."
NU-177,recovered-complete-svg-set,NIMG-010,178c1f6b2fa69e4c9017366858483f27387e795d,13849.954566526609,12931.251175248364,962.0,450.0,assets/source-images-added-v002/NIMG-010__178c1f6b2f.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Normalization must follow business semantics; trimming/casing choices affect what counts as equal.
NU-178,recovered-complete-svg-set,NIMG-185,f793ec280a7c1f595332309810de66035d2ebec9,11762.311141688413,14201.738032045521,976.0,401.0,assets/source-images-added-v002/NIMG-185__f793ec280a.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Trigger selected for custom cross-row invariant enforcement.
NU-179,recovered-complete-svg-set,NIMG-190,fe0f0528d89986aadc6ce51022db77873b38765d,11750.311141688413,14657.737971010365,928.0,233.0,assets/source-images-added-v002/NIMG-190__fe0f0528d8.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Trigger execution events: INSERT, UPDATE and DELETE."
NU-180,recovered-complete-svg-set,NIMG-083,6ed7b6c85966a5ddfba2dee50e457f0f363b77f5,11761.811141688413,14929.404596986928,905.0,399.0,assets/source-images-added-v002/NIMG-083__6ed7b6c859.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Trigger attaches to a table and executes after a qualifying statement.
NU-181,recovered-complete-svg-set,NIMG-138,b4f31705d1c9c4fe6655636abd6d9c53df21cc88,12826.718442849438,14192.200990487365,944.0,114.0,assets/source-images-added-v002/NIMG-138__b4f31705d1.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"SQL Server triggers are statement-level, so implementations must handle multiple rows."
NU-182,recovered-complete-svg-set,NIMG-053,4baa3d6ba861feb18917a18e1501b132438ee8e7,13947.885160378735,14175.867646981505,975.0,154.0,assets/source-images-added-v002/NIMG-053__4baa3d6ba8.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Introduces inserted and deleted pseudo-tables available inside triggers.
NU-183,recovered-complete-svg-set,NIMG-148,bcb3363a1924dbc7c0a0bda3279c512e1180e8ec,13940.885160378735,14430.867646981505,949.0,340.0,assets/source-images-added-v002/NIMG-148__bcb3363a19.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,inserted contains new row versions for INSERT/UPDATE.
NU-184,recovered-complete-svg-set,NIMG-043,3f34d914c0a446b37cc945228f83a4d9e2897a56,13953.051786355298,14898.201021004943,946.0,328.0,assets/source-images-added-v002/NIMG-043__3f34d914c0.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,deleted contains old/removed row versions for DELETE/UPDATE.
NU-185,recovered-complete-svg-set,NIMG-124,a6673ce5cc0d554f3c7b1203ff74f115dd67a1d3,13950.885160378735,15313.034272958068,961.0,341.0,assets/source-images-added-v002/NIMG-124__a6673ce5cc.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"For UPDATE triggers, deleted contains the old row version and inserted contains the new row version."
NU-186,recovered-complete-svg-set,NIMG-052,4a8ad98ab40c438a413cd2b5d8ea753c99c1eada,10543.551786355298,14200.21950109392,1041.0,381.0,assets/source-images-added-v002/NIMG-052__4a8ad98ab4.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Overlapping-booking invariant that cannot be expressed by a normal unique index.
NU-187,recovered-complete-svg-set,NIMG-063,53d6c2bec9147c8c6ee5a9de8a3db7738cc6aba7,10532.051786355298,14611.386188105638,928.0,316.0,assets/source-images-added-v002/NIMG-063__53d6c2bec9.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,RoomBookings table shape used by the overlap example.
NU-188,recovered-complete-svg-set,NIMG-056,503b0b94e2fb35ce2555113139a202eea09393d3,10535.218473367016,14955.219440058763,759.0,391.0,assets/source-images-added-v002/NIMG-056__503b0b94e2.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,CHECK(StartTime < EndTime) validates one row but does not prevent overlap across rows.
NU-189,recovered-complete-svg-set,NIMG-006,0a4e5de7e9a772976968176a249b972028096bfb,10500.384977273266,15435.71950109392,850.0,214.0,assets/source-images-added-v002/NIMG-006__0a4e5de7e9.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,SQL Server trigger definition for preventing overlapping room bookings.
NU-190,recovered-complete-svg-set,NIMG-135,aeea8832e9a2314f28c67f6ac0049ba2cb6ce78d,10505.385038308423,15661.386188105638,704.0,352.0,assets/source-images-added-v002/NIMG-135__aeea8832e9.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Set-based trigger overlap test joining inserted rows to existing bookings.
NU-191,recovered-complete-svg-set,NIMG-132,aab82421c4bfaf0ff2c25cefd4a51ee8b58a94f5,10498.867678432483,16001.00686312547,915.0,111.0,assets/source-images-added-v002/NIMG-132__aab82421c4.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Trigger throws a stable custom error when active bookings overlap.
NU-192,recovered-complete-svg-set,NIMG-120,a18ae970e1e65762a01f2e6e133d67b0e36c6e91,9858.1429500431,15554.145390222178,610.0,163.0,assets/source-images-added-v002/NIMG-120__a18ae970e1.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,In a trigger definition AS starts the trigger body; it is not an alias.
NU-193,recovered-complete-svg-set,NIMG-122,a6098d7c43feb028416d2ac12092fd228456ad90,11448.506660742358,17169.519161237193,1006.0,340.0,assets/source-images-added-v002/NIMG-122__a6098d7c43.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Normal view stores only a query definition and is expanded when queried.
NU-194,recovered-complete-svg-set,NIMG-146,bbf4686aa9d0b1f5304580f97f050d725ede82c5,11441.578089313787,17530.59058980862,997.0,315.0,assets/source-images-added-v002/NIMG-146__bbf4686aa9.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Indexed view materializes results through a unique clustered index and can support special uniqueness patterns.
