new_use_id,new_image_id,fileId,x,y,x_center,y_center,width,height,asset_path,nearest_label_ids,nearest_labels_for_search_only,repair_batch,status
NU-146,NIMG-147,bc83a30be99163ff78b5ca605dbdfb6245f742c5,18910.942059500554,20347.491364491074,19456.942059500554,20501.491364491074,1092.0,308.0,assets/source-images-added-v002/NIMG-147__bc83a30be9.png,L2-103 | L2-111 | L2-099 | L2-110 | L2-098,L2-103: just like with primary key but with commposite key | L2-111: primary key | alternate key (unique constraint) | L2-099: cases with 2627 | L2-110: unique index | L2-098: cases with 2601,RB05-lower,pending-verified-transcript-after-source-repair
NU-147,NIMG-079,6d40a5edcf8bfa287a38e8026bc4bc3f97272648,18883.941885114393,20681.943774507818,19456.941885114393,20882.443774507818,1146.0,401.0,assets/source-images-added-v002/NIMG-079__6d40a5edcf.png,L2-103 | L2-111 | L2-099 | L2-110 | L2-098,L2-103: just like with primary key but with commposite key | L2-111: primary key | alternate key (unique constraint) | L2-099: cases with 2627 | L2-110: unique index | L2-098: cases with 2601,RB05-lower,pending-verified-transcript-after-source-repair
NU-148,NIMG-018,223b5e49ebe5219dcc2d8710b51a7f2245dd9d64,18891.965810895643,21091.062793062505,19386.465810895643,21210.062793062505,989.0,238.0,assets/source-images-added-v002/NIMG-018__223b5e49eb.png,L2-103 | L2-111 | L2-099 | L2-110 | L2-098,L2-103: just like with primary key but with commposite key | L2-111: primary key | alternate key (unique constraint) | L2-099: cases with 2627 | L2-110: unique index | L2-098: cases with 2601,RB05-lower,pending-verified-transcript-after-source-repair
NU-149,NIMG-102,8a5e9e7b51cba77bd8d87e7024d7961037a8b5bc,18826.77527657645,21347.610470238847,19390.27527657645,21429.110470238847,1127.0,163.0,assets/source-images-added-v002/NIMG-102__8a5e9e7b51.png,L2-103 | L2-111 | L2-110 | L2-099 | L2-096,L2-103: just like with primary key but with commposite key | L2-111: primary key | alternate key (unique constraint) | L2-110: unique index | L2-099: cases with 2627 | L2-096: 547 foreign key,RB05-lower,pending-verified-transcript-after-source-repair
NU-150,NIMG-166,d35424fae34602c48f4402627443d9a07ddda026,18811.370543736044,21516.80083017188,19388.370543736044,21745.30083017188,1154.0,457.0,assets/source-images-added-v002/NIMG-166__d35424fae3.png,L2-103 | L2-111 | L2-096 | L2-110 | L2-095,L2-103: just like with primary key but with commposite key | L2-111: primary key | alternate key (unique constraint) | L2-096: 547 foreign key | L2-110: unique index | L2-095: 547 check constraint,RB05-lower,pending-verified-transcript-after-source-repair
NU-151,NIMG-114,968ab84dc7c55087beb881a81c0b1fba3108af28,22196.608545968185,20818.94333854242,22611.608545968185,20930.44333854242,830.0,223.0,assets/source-images-added-v002/NIMG-114__968ab84dc7.png,L2-097 | L2-096 | L2-102 | L2-095 | L2-103,L2-097: cases with 547 | L2-096: 547 foreign key | L2-102: 547 buisness failure | L2-095: 547 check constraint | L2-103: just like with primary key but with commposite key,RB05-lower,pending-verified-transcript-after-source-repair
NU-152,NIMG-127,a93827718d8c339b86b77bb21090103e803eb297,22163.061008300774,21230.84849862891,22596.561008300774,21428.34849862891,867.0,395.0,assets/source-images-added-v002/NIMG-127__a93827718d.png,L2-096 | L2-097 | L2-095 | L2-103 | L2-102,L2-096: 547 foreign key | L2-097: cases with 547 | L2-095: 547 check constraint | L2-103: just like with primary key but with commposite key | L2-102: 547 buisness failure,RB05-lower,pending-verified-transcript-after-source-repair
NU-153,NIMG-077,6c647b1fecb294b96b64b9a8669267c2885e6943,22106.227695312493,21724.681811617193,22655.227695312493,21889.681811617193,1098.0,330.0,assets/source-images-added-v002/NIMG-077__6c647b1fec.png,L2-096 | L2-095 | L2-097 | L2-103 | L2-102,L2-096: 547 foreign key | L2-095: 547 check constraint | L2-097: cases with 547 | L2-103: just like with primary key but with commposite key | L2-102: 547 buisness failure,RB05-lower,pending-verified-transcript-after-source-repair
NU-154,NIMG-175,df145a8eecc0255ad9686eff48f913fae884de7d,22076.22775634765,22094.348437593755,22627.22775634765,22216.348437593755,1102.0,244.0,assets/source-images-added-v002/NIMG-175__df145a8eec.png,L2-095 | L2-096 | L2-097 | L2-103 | L2-102,L2-095: 547 check constraint | L2-096: 547 foreign key | L2-097: cases with 547 | L2-103: just like with primary key but with commposite key | L2-102: 547 buisness failure,RB05-lower,pending-verified-transcript-after-source-repair
NU-155,NIMG-024,2add72c59a966fa9e89f33145230d360b0d0ad94,22058.727634277337,22348.015124605474,22615.227634277337,22551.015124605474,1113.0,406.0,assets/source-images-added-v002/NIMG-024__2add72c59a.png,L2-095 | L2-096 | L2-097 | L2-103 | L2-102,L2-095: 547 check constraint | L2-096: 547 foreign key | L2-097: cases with 547 | L2-103: just like with primary key but with commposite key | L2-102: 547 buisness failure,RB05-lower,pending-verified-transcript-after-source-repair
NU-156,NIMG-150,bed65369c86708f4758053f98037e1ac6666c813,22065.138713837685,23017.85893564063,22504.638713837685,23258.85893564063,879.0,482.0,assets/source-images-added-v002/NIMG-150__bed65369c8.png,L2-095 | L2-096 | L2-097 | L2-103 | L2-102,L2-095: 547 check constraint | L2-096: 547 foreign key | L2-097: cases with 547 | L2-103: just like with primary key but with commposite key | L2-102: 547 buisness failure,RB05-lower,pending-verified-transcript-after-source-repair
NU-157,NIMG-119,9ffa92ffde484701e9825e6c5b40fb3b6263b5dc,22046.612682407915,23532.525500582036,22512.612682407915,23773.525500582036,932.0,482.0,assets/source-images-added-v002/NIMG-119__9ffa92ffde.png,L2-095 | L2-096 | L2-097 | L2-103 | L2-102,L2-095: 547 check constraint | L2-096: 547 foreign key | L2-097: cases with 547 | L2-103: just like with primary key but with commposite key | L2-102: 547 buisness failure,RB05-lower,pending-verified-transcript-after-source-repair
NU-158,NIMG-015,1de4ad879908e8746075a11dc61a6f2a1b896f1b,15856.572409665816,17680.365896307783,16330.572409665816,17800.365896307783,948.0,240.0,assets/source-images-added-v002/NIMG-015__1de4ad8799.png,L2-115 | L2-114 | L2-047 | L2-054 | L2-053,"L2-115: we have exception types based on the actoin , not the type of problem | like exception during update | L2-114: do we have some specific db exception] | for connection drop? | L2-047: can we have exhaust check? | L2-054: !!!! | L2-053: !!!!",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-159,NIMG-107,8f6983f4472fad7f6afe6b7f5953b70e5ba2af45,15817.170267428712,17990.346291353555,16354.170267428712,18124.346291353555,1074.0,268.0,assets/source-images-added-v002/NIMG-107__8f6983f447.png,L2-115 | L2-114 | L2-047 | L2-054 | L2-053,"L2-115: we have exception types based on the actoin , not the type of problem | like exception during update | L2-114: do we have some specific db exception] | for connection drop? | L2-047: can we have exhaust check? | L2-054: !!!! | L2-053: !!!!",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-160,NIMG-134,ad095d8d4a0fb1bb2610a26197d819811b37f1da,22079.11053466797,14680.389170328777,22569.11053466797,14804.889170328777,980.0,249.0,assets/source-images-added-v002/NIMG-134__ad095d8d4a.png,L2-107 | L2-104 | L2-105 | L2-112 | L2-106,"L2-107: -2 execution timeout | L2-104: 1205 transaction deadlock | L2-105: 1222 transaction lock timeout | L2-112: helper | L2-106: 3960 snapshot write,but | state is inconsistent",RB03-middle,pending-verified-transcript-after-source-repair
NU-161,NIMG-064,546baeaca4174a59ed06c3a31a0f9f709115ffd5,604.9993896484375,6039.6207173106395,1189.9993896484375,6113.6207173106395,1170.0,148.0,assets/source-images-added-v002/NIMG-064__546baeaca4.png,L2-120 | L2-121 | L2-075 | L2-042 | L2-043,L2-120: can i select from some random table | even if i query from customers dbset | L2-121: !!! | L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-042: use asnotrackingwithidentityresolution for ef core reads by default? | L2-043: when useful,RB02-upper-middle,pending-verified-transcript-after-source-repair
NU-162,NIMG-074,6940d536876c7d38d1bbe028589d8090a789ab23,606.1691909695255,6233.858841613097,1111.1691909695255,6448.858841613097,1010.0,430.0,assets/source-images-added-v002/NIMG-074__6940d53687.png,L2-120 | L2-121 | L2-075 | L2-042 | L2-043,L2-120: can i select from some random table | even if i query from customers dbset | L2-121: !!! | L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING | L2-042: use asnotrackingwithidentityresolution for ef core reads by default? | L2-043: when useful,RB02-upper-middle,pending-verified-transcript-after-source-repair
NU-163,NIMG-016,1ec1564104782a5d59d0c61bcf24336509ff14a7,614.4517124720987,6703.573083730846,1150.9517124720987,6894.573083730846,1073.0,382.0,assets/source-images-added-v002/NIMG-016__1ec1564104.png,L2-121 | L2-120 | L2-043 | L2-042 | L2-075,L2-121: !!! | L2-120: can i select from some random table | even if i query from customers dbset | L2-043: when useful | L2-042: use asnotrackingwithidentityresolution for ef core reads by default? | L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING,RB02-upper-middle,pending-verified-transcript-after-source-repair
NU-164,NIMG-076,6bb10afe9da659f17ef545aeae4134b8e6b07605,606.689923967635,7111.549288739212,1166.189923967635,7285.049288739212,1119.0,347.0,assets/source-images-added-v002/NIMG-076__6bb10afe9d.png,L2-121 | L2-120 | L2-043 | L2-042 | L2-075,L2-121: !!! | L2-120: can i select from some random table | even if i query from customers dbset | L2-043: when useful | L2-042: use asnotrackingwithidentityresolution for ef core reads by default? | L2-075: MEMORY OVERHEAD WITH IDENTITY RESOL | COMPARED WITH ASNOTRACKING AND TRACKING,RB02-upper-middle,pending-verified-transcript-after-source-repair
NU-165,NIMG-101,89149babeeedce4733a7828fc843d71da41cf8e2,17162.02307043212,3382.5525541312545,17602.02307043212,3623.5525541312545,880.0,482.0,assets/source-images-added-v002/NIMG-101__89149babee.png,L2-118 | L2-005 | L2-001 | L2-002 | L2-036,"L2-118: remove  warnings | dbset | L2-005: need to add somewhere, to some general dbcontext mapping sheet mb | L2-001: efcore can materialise objecteven if all of its columns are null | the fact that you have ? for  your fullname  in client can be not enough | so its better to do the shit excplicit | L2-002: hascheck constraint | L2-036: about transactions isolation level for atomicity",RB01-upper,pending-verified-transcript-after-source-repair
NU-166,NIMG-125,a7ece48d9ca9afb721ed4fcf99aa08103ecf4c36,17154.077997650893,3721.8357252854566,17616.077997650893,3957.8357252854566,924.0,472.0,assets/source-images-added-v002/NIMG-125__a7ece48d9c.png,L2-118 | L2-001 | L2-005 | L2-036 | L2-002,"L2-118: remove  warnings | dbset | L2-001: efcore can materialise objecteven if all of its columns are null | the fact that you have ? for  your fullname  in client can be not enough | so its better to do the shit excplicit | L2-005: need to add somewhere, to some general dbcontext mapping sheet mb | L2-036: about transactions isolation level for atomicity | L2-002: hascheck constraint",RB01-upper,pending-verified-transcript-after-source-repair
NU-167,NIMG-050,4912b3963f3a6960fe7e678773010790a71980c1,17137.951013523907,4293.187657871649,17611.951013523907,4489.687657871649,948.0,393.0,assets/source-images-added-v002/NIMG-050__4912b3963f.png,L2-118 | L2-001 | L2-005 | L2-036 | L2-002,"L2-118: remove  warnings | dbset | L2-001: efcore can materialise objecteven if all of its columns are null | the fact that you have ? for  your fullname  in client can be not enough | so its better to do the shit excplicit | L2-005: need to add somewhere, to some general dbcontext mapping sheet mb | L2-036: about transactions isolation level for atomicity | L2-002: hascheck constraint",RB01-upper,pending-verified-transcript-after-source-repair
NU-168,NIMG-096,854c8516e2345ca24fc3219c1f497c3df6c868a6,25111.596562026512,8444.523065021598,25605.096562026512,8621.023065021598,987.0,353.0,assets/source-images-added-v002/NIMG-096__854c8516e2.png,L2-065 | L2-064 | L2-068 | L2-060 | L2-066,L2-065: why not just retry delegate because | we accepted changes after save changes | L2-064: PROBLEMS WITH REUSING SAME DBCONTEXT | L2-068: normal executeasync will retry when it see ambiguous outcome | so if operation is not idempotent it may be dangerous | L2-060: EXECUTEINTRANSACTIONASYNC | L2-066: IMPLEMENTATION,RB02-upper-middle,pending-verified-transcript-after-source-repair
NU-169,NIMG-075,6a1c0089e07301bf30cb6d558368f4ce6500383c,25149.545311756912,8935.353922518594,25563.045311756912,9176.353922518594,827.0,482.0,assets/source-images-added-v002/NIMG-075__6a1c0089e0.png,L2-065 | L2-064 | L2-068 | L2-060 | L2-066,L2-065: why not just retry delegate because | we accepted changes after save changes | L2-064: PROBLEMS WITH REUSING SAME DBCONTEXT | L2-068: normal executeasync will retry when it see ambiguous outcome | so if operation is not idempotent it may be dangerous | L2-060: EXECUTEINTRANSACTIONASYNC | L2-066: IMPLEMENTATION,RB02-upper-middle,pending-verified-transcript-after-source-repair
NU-170,NIMG-174,de63aa23dfa95ed02897c333570c13ec763f9c02,25146.660470530114,9455.882017470516,25611.660470530114,9659.382017470516,930.0,407.0,assets/source-images-added-v002/NIMG-174__de63aa23df.png,L2-065 | L2-064 | L2-068 | L2-060 | L2-066,L2-065: why not just retry delegate because | we accepted changes after save changes | L2-064: PROBLEMS WITH REUSING SAME DBCONTEXT | L2-068: normal executeasync will retry when it see ambiguous outcome | so if operation is not idempotent it may be dangerous | L2-060: EXECUTEINTRANSACTIONASYNC | L2-066: IMPLEMENTATION,RB02-upper-middle,pending-verified-transcript-after-source-repair
NU-171,NIMG-046,43eaca6041bae5b38e272f3caa8273116bfec932,11675.947948615847,11860.374923653342,12157.947948615847,12075.374923653342,964.0,430.0,assets/source-images-added-v002/NIMG-046__43eaca6041.png,L2-124 | L2-125 | L2-131 | L2-132 | L2-128,"L2-124: want unique value for table after transformation | L2-125: sql server solution + ef core config | L2-131: collation may already solve casing | L2-132: may need more buisness rules | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr",RB03-middle,pending-verified-transcript-after-source-repair
NU-172,NIMG-111,93b519ca74e67099a7aebb577ae65d58649237f1,11712.714628095568,12393.035475442864,12058.214628095568,12634.035475442864,691.0,482.0,assets/source-images-added-v002/NIMG-111__93b519ca74.png,L2-125 | L2-124 | L2-127 | L2-128 | L2-131,"L2-125: sql server solution + ef core config | L2-124: want unique value for table after transformation | L2-127: trigger is attached | to table,runs on some | commands | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-131: collation may already solve casing",RB03-middle,pending-verified-transcript-after-source-repair
NU-173,NIMG-030,31a57f8c63e214925274115ff896af45b3c1bfe9,11688.58689778552,12925.964744151855,12213.08689778552,13166.964744151855,1049.0,482.0,assets/source-images-added-v002/NIMG-030__31a57f8c63.png,L2-128 | L2-127 | L2-125 | L2-132 | L2-131,"L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-127: trigger is attached | to table,runs on some | commands | L2-125: sql server solution + ef core config | L2-132: may need more buisness rules | L2-131: collation may already solve casing",RB03-middle,pending-verified-transcript-after-source-repair
NU-174,NIMG-172,db42723b587af51641d3b4c62a09290783b6e3da,12777.398959139611,11830.031993884813,13276.398959139611,12001.531993884813,998.0,343.0,assets/source-images-added-v002/NIMG-172__db42723b58.png,L2-131 | L2-130 | L2-132 | L2-128 | L2-124,"L2-131: collation may already solve casing | L2-130: not all comp columns | are indexable/persistable | L2-132: may need more buisness rules | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-124: want unique value for table after transformation",RB03-middle,pending-verified-transcript-after-source-repair
NU-175,NIMG-058,5127ed1a2c03a647292db76e20ae38033d91c5a1,13816.364198810785,11818.89364074897,14220.864198810785,12059.89364074897,809.0,482.0,assets/source-images-added-v002/NIMG-058__5127ed1a2c.png,L2-130 | L2-131 | L2-132 | L2-048 | L2-129,L2-130: not all comp columns | are indexable/persistable | L2-131: collation may already solve casing | L2-132: may need more buisness rules | L2-048: db exceptions | concur | L2-129: iserted | deleted,RB03-middle,pending-verified-transcript-after-source-repair
NU-176,NIMG-141,b775c4bda1443778ade464ef660f547385c52c19,13849.788139640914,12409.457554730094,14319.288139640914,12615.457554730094,939.0,412.0,assets/source-images-added-v002/NIMG-141__b775c4bda1.png,L2-132 | L2-131 | L2-130 | L2-129 | L2-048,L2-132: may need more buisness rules | L2-131: collation may already solve casing | L2-130: not all comp columns | are indexable/persistable | L2-129: iserted | deleted | L2-048: db exceptions | concur,RB03-middle,pending-verified-transcript-after-source-repair
NU-177,NIMG-010,178c1f6b2fa69e4c9017366858483f27387e795d,13849.954566526609,12931.251175248364,14330.954566526609,13156.251175248364,962.0,450.0,assets/source-images-added-v002/NIMG-010__178c1f6b2f.png,L2-129 | L2-132 | L2-131 | L2-050 | L2-128,"L2-129: iserted | deleted | L2-132: may need more buisness rules | L2-131: collation may already solve casing | L2-050: pos concurrency automatic, | not user view driven | retry logic | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr",RB03-middle,pending-verified-transcript-after-source-repair
NU-178,NIMG-185,f793ec280a7c1f595332309810de66035d2ebec9,11762.311141688413,14201.738032045521,12250.311141688413,14402.238032045521,976.0,401.0,assets/source-images-added-v002/NIMG-185__f793ec280a.png,L2-127 | L2-128 | L2-126 | L2-129 | L2-132,"L2-127: trigger is attached | to table,runs on some | commands | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-126: cant have overlapping | active bookings | L2-129: iserted | deleted | L2-132: may need more buisness rules",RB03-middle,pending-verified-transcript-after-source-repair
NU-179,NIMG-190,fe0f0528d89986aadc6ce51022db77873b38765d,11750.311141688413,14657.737971010365,12214.311141688413,14774.237971010365,928.0,233.0,assets/source-images-added-v002/NIMG-190__fe0f0528d8.png,L2-127 | L2-128 | L2-126 | L2-129 | L2-123,"L2-127: trigger is attached | to table,runs on some | commands | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-126: cant have overlapping | active bookings | L2-129: iserted | deleted | L2-123: view/indexed view",RB03-middle,pending-verified-transcript-after-source-repair
NU-180,NIMG-083,6ed7b6c85966a5ddfba2dee50e457f0f363b77f5,11761.811141688413,14929.404596986928,12214.311141688413,15128.904596986928,905.0,399.0,assets/source-images-added-v002/NIMG-083__6ed7b6c859.png,L2-127 | L2-128 | L2-123 | L2-126 | L2-129,"L2-127: trigger is attached | to table,runs on some | commands | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-123: view/indexed view | L2-126: cant have overlapping | active bookings | L2-129: iserted | deleted",RB03-middle,pending-verified-transcript-after-source-repair
NU-181,NIMG-138,b4f31705d1c9c4fe6655636abd6d9c53df21cc88,12826.718442849438,14192.200990487365,13298.718442849438,14249.200990487365,944.0,114.0,assets/source-images-added-v002/NIMG-138__b4f31705d1.png,L2-128 | L2-129 | L2-132 | L2-127 | L2-131,"L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-129: iserted | deleted | L2-132: may need more buisness rules | L2-127: trigger is attached | to table,runs on some | commands | L2-131: collation may already solve casing",RB03-middle,pending-verified-transcript-after-source-repair
NU-182,NIMG-053,4baa3d6ba861feb18917a18e1501b132438ee8e7,13947.885160378735,14175.867646981505,14435.385160378735,14252.867646981505,975.0,154.0,assets/source-images-added-v002/NIMG-053__4baa3d6ba8.png,L2-129 | L2-051 | L2-122 | L2-050 | L2-052,"L2-129: iserted | deleted | L2-051: have  entries in | dbupdateconcurex | can getdatabasevalues | with etag | and then update how you needed | L2-122: setting orig values | ef will detect changes based | on the fact that | orig values are the values | in db | so if they are not changed | then unmodified | L2-050: pos concurrency automatic, | not user view driven | retry logic | L2-052: !!!!",RB03-middle,pending-verified-transcript-after-source-repair
NU-183,NIMG-148,bcb3363a1924dbc7c0a0bda3279c512e1180e8ec,13940.885160378735,14430.867646981505,14415.385160378735,14600.867646981505,949.0,340.0,assets/source-images-added-v002/NIMG-148__bcb3363a19.png,L2-129 | L2-051 | L2-122 | L2-052 | L2-050,"L2-129: iserted | deleted | L2-051: have  entries in | dbupdateconcurex | can getdatabasevalues | with etag | and then update how you needed | L2-122: setting orig values | ef will detect changes based | on the fact that | orig values are the values | in db | so if they are not changed | then unmodified | L2-052: !!!! | L2-050: pos concurrency automatic, | not user view driven | retry logic",RB03-middle,pending-verified-transcript-after-source-repair
NU-184,NIMG-043,3f34d914c0a446b37cc945228f83a4d9e2897a56,13953.051786355298,14898.201021004943,14426.051786355298,15062.201021004943,946.0,328.0,assets/source-images-added-v002/NIMG-043__3f34d914c0.png,L2-051 | L2-122 | L2-129 | L2-052 | L2-053,L2-051: have  entries in | dbupdateconcurex | can getdatabasevalues | with etag | and then update how you needed | L2-122: setting orig values | ef will detect changes based | on the fact that | orig values are the values | in db | so if they are not changed | then unmodified | L2-129: iserted | deleted | L2-052: !!!! | L2-053: !!!!,RB03-middle,pending-verified-transcript-after-source-repair
NU-185,NIMG-124,a6673ce5cc0d554f3c7b1203ff74f115dd67a1d3,13950.885160378735,15313.034272958068,14431.385160378735,15483.534272958068,961.0,341.0,assets/source-images-added-v002/NIMG-124__a6673ce5cc.png,L2-053 | L2-054 | L2-052 | L2-122 | L2-051,L2-053: !!!! | L2-054: !!!! | L2-052: !!!! | L2-122: setting orig values | ef will detect changes based | on the fact that | orig values are the values | in db | so if they are not changed | then unmodified | L2-051: have  entries in | dbupdateconcurex | can getdatabasevalues | with etag | and then update how you needed,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-186,NIMG-052,4a8ad98ab40c438a413cd2b5d8ea753c99c1eada,10543.551786355298,14200.21950109392,11064.051786355298,14390.71950109392,1041.0,381.0,assets/source-images-added-v002/NIMG-052__4a8ad98ab4.png,L2-126 | L2-127 | L2-079 | L2-128 | L2-125,"L2-126: cant have overlapping | active bookings | L2-127: trigger is attached | to table,runs on some | commands | L2-079: handle invariants with triggers | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-125: sql server solution + ef core config",RB03-middle,pending-verified-transcript-after-source-repair
NU-187,NIMG-063,53d6c2bec9147c8c6ee5a9de8a3db7738cc6aba7,10532.051786355298,14611.386188105638,10996.051786355298,14769.386188105638,928.0,316.0,assets/source-images-added-v002/NIMG-063__53d6c2bec9.png,L2-126 | L2-127 | L2-079 | L2-128 | L2-123,"L2-126: cant have overlapping | active bookings | L2-127: trigger is attached | to table,runs on some | commands | L2-079: handle invariants with triggers | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr | L2-123: view/indexed view",RB03-middle,pending-verified-transcript-after-source-repair
NU-188,NIMG-056,503b0b94e2fb35ce2555113139a202eea09393d3,10535.218473367016,14955.219440058763,10914.718473367016,15150.719440058763,759.0,391.0,assets/source-images-added-v002/NIMG-056__503b0b94e2.png,L2-126 | L2-127 | L2-079 | L2-123 | L2-128,"L2-126: cant have overlapping | active bookings | L2-127: trigger is attached | to table,runs on some | commands | L2-079: handle invariants with triggers | L2-123: view/indexed view | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr",RB03-middle,pending-verified-transcript-after-source-repair
NU-189,NIMG-006,0a4e5de7e9a772976968176a249b972028096bfb,10500.384977273266,15435.71950109392,10925.384977273266,15542.71950109392,850.0,214.0,assets/source-images-added-v002/NIMG-006__0a4e5de7e9.png,L2-123 | L2-126 | L2-127 | L2-079 | L2-128,"L2-123: view/indexed view | L2-126: cant have overlapping | active bookings | L2-127: trigger is attached | to table,runs on some | commands | L2-079: handle invariants with triggers | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-190,NIMG-135,aeea8832e9a2314f28c67f6ac0049ba2cb6ce78d,10505.385038308423,15661.386188105638,10857.385038308423,15837.386188105638,704.0,352.0,assets/source-images-added-v002/NIMG-135__aeea8832e9.png,L2-123 | L2-126 | L2-127 | L2-079 | L2-025,"L2-123: view/indexed view | L2-126: cant have overlapping | active bookings | L2-127: trigger is attached | to table,runs on some | commands | L2-079: handle invariants with triggers | L2-025: is custom dberr limited to storproc",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-191,NIMG-132,aab82421c4bfaf0ff2c25cefd4a51ee8b58a94f5,10498.867678432483,16001.00686312547,10956.367678432483,16056.50686312547,915.0,111.0,assets/source-images-added-v002/NIMG-132__aab82421c4.png,L2-123 | L2-126 | L2-127 | L2-025 | L2-079,"L2-123: view/indexed view | L2-126: cant have overlapping | active bookings | L2-127: trigger is attached | to table,runs on some | commands | L2-025: is custom dberr limited to storproc | L2-079: handle invariants with triggers",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-192,NIMG-120,a18ae970e1e65762a01f2e6e133d67b0e36c6e91,9858.1429500431,15554.145390222178,10163.1429500431,15635.645390222178,610.0,163.0,assets/source-images-added-v002/NIMG-120__a18ae970e1.png,L2-126 | L2-025 | L2-123 | L2-079 | L2-127,"L2-126: cant have overlapping | active bookings | L2-025: is custom dberr limited to storproc | L2-123: view/indexed view | L2-079: handle invariants with triggers | L2-127: trigger is attached | to table,runs on some | commands",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-193,NIMG-122,a6098d7c43feb028416d2ac12092fd228456ad90,11448.506660742358,17169.519161237193,11951.506660742358,17339.519161237193,1006.0,340.0,assets/source-images-added-v002/NIMG-122__a6098d7c43.png,L2-123 | L2-127 | L2-025 | L2-126 | L2-128,"L2-123: view/indexed view | L2-127: trigger is attached | to table,runs on some | commands | L2-025: is custom dberr limited to storproc | L2-126: cant have overlapping | active bookings | L2-128: triggers are statement | level callbacks, they run | after statement has | succeeded,after constr",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-194,NIMG-146,bbf4686aa9d0b1f5304580f97f050d725ede82c5,11441.578089313787,17530.59058980862,11940.078089313787,17688.09058980862,997.0,315.0,assets/source-images-added-v002/NIMG-146__bbf4686aa9.png,L2-123 | L2-025 | L2-127 | L2-114 | L2-115,"L2-123: view/indexed view | L2-025: is custom dberr limited to storproc | L2-127: trigger is attached | to table,runs on some | commands | L2-114: do we have some specific db exception] | for connection drop? | L2-115: we have exception types based on the actoin , not the type of problem | like exception during update",RB04-lower-middle,pending-verified-transcript-after-source-repair
